target,target_column,feature,n_target_valid,n_feature_valid,n_overlap,overlap_ratio,usable,reason
subjective_strain_delta,target__subjective_strain_delta,ctx__Motivation_before,21,22,21,0.9545454545454546,True,ok
subjective_strain_delta,target__subjective_strain_delta,ctx__Desire_to_train,21,22,21,0.9545454545454546,True,ok
subjective_strain_delta,target__subjective_strain_delta,ctx__subjective_strain_before,21,22,21,0.9545454545454546,True,ok
subjective_strain_delta,target__subjective_strain_delta,ctx__readiness_before,21,22,21,0.9545454545454546,True,ok
subjective_strain_delta,target__subjective_strain_delta,ctx__Pressure_sys_before,21,21,20,0.9090909090909091,True,ok
subjective_strain_delta,target__subjective_strain_delta,ctx__Pressure_dia_before,21,21,20,0.9090909090909091,True,ok
subjective_strain_delta,target__subjective_strain_delta,ctx__PulsePressure_before,21,21,20,0.9090909090909091,True,ok
subjective_strain_delta,target__subjective_strain_delta,ctx__MAP_before,21,21,20,0.9090909090909091,True,ok
subjective_strain_delta,target__subjective_strain_delta,ctx__RHR_before,21,22,21,0.9545454545454546,True,ok
subjective_strain_delta,target__subjective_strain_delta,ctx__Reaction_time_before_ms,21,22,21,0.9545454545454546,True,ok
subjective_strain_delta,target__subjective_strain_delta,ctx__train_minutes,21,22,21,0.9545454545454546,True,ok
subjective_strain_delta,target__subjective_strain_delta,ctx__RPE,21,11,11,0.5,True,ok
subjective_strain_delta,target__subjective_strain_delta,ctx__HR_avg,21,14,14,0.6363636363636364,True,ok
subjective_strain_delta,target__subjective_strain_delta,ctx__sRPE_load,21,11,11,0.5,True,ok
subjective_strain_delta,target__subjective_strain_delta,ctx__zone_weighted_load,21,21,20,0.9090909090909091,True,ok
subjective_strain_delta,target__subjective_strain_delta,ctx__zone_avg_intensity,21,13,13,0.5909090909090909,True,ok
subjective_strain_delta,target__subjective_strain_delta,ctx__moderate_plus_minutes,21,21,20,0.9090909090909091,True,ok
subjective_strain_delta,target__subjective_strain_delta,ctx__high_intensity_minutes,21,21,20,0.9090909090909091,True,ok
subjective_strain_delta,target__subjective_strain_delta,ctx__high_intensity_ratio,21,13,13,0.5909090909090909,True,ok
subjective_strain_delta,target__subjective_strain_delta,ctx_der__subjective_before_after_response__delta__Fatigue,21,21,21,0.9545454545454546,True,ok
subjective_strain_delta,target__subjective_strain_delta,ctx_der__subjective_before_after_response__delta__Sleepness,21,21,21,0.9545454545454546,True,ok
subjective_strain_delta,target__subjective_strain_delta,ctx_der__subjective_before_after_response__delta__Motivation,21,21,21,0.9545454545454546,True,ok
subjective_strain_delta,target__subjective_strain_delta,ctx_der__subjective_before_after_response__delta__Headache,21,21,21,0.9545454545454546,True,ok
subjective_strain_delta,target__subjective_strain_delta,ctx_der__subjective_before_after_response__delta__Irritability,21,21,21,0.9545454545454546,True,ok
subjective_strain_delta,target__subjective_strain_delta,ctx_der__subjective_before_after_response__delta__Pain,21,21,21,0.9545454545454546,True,ok
subjective_strain_delta,target__subjective_strain_delta,ctx_der__subjective_before_after_response__delta__Sikness,21,21,21,0.9545454545454546,True,ok
subjective_strain_delta,target__subjective_strain_delta,ctx_der__subjective_before_after_response__delta__Slakness,21,14,14,0.6363636363636364,True,ok
subjective_strain_delta,target__subjective_strain_delta,ctx_der__subjective_before_after_response__delta__Muscle_aches,21,14,14,0.6363636363636364,True,ok
subjective_strain_delta,target__subjective_strain_delta,ctx_der__subjective_before_after_response__delta__Muscle_fatigue,21,21,21,0.9545454545454546,True,ok
subjective_strain_delta,target__subjective_strain_delta,ctx_der__subjective_before_after_response__delta__Cognitive_fatigue,21,21,21,0.9545454545454546,True,ok
subjective_strain_delta,target__subjective_strain_delta,ctx_der__subjective_before_after_response__delta__Wellbeing,21,19,19,0.8636363636363636,True,ok
subjective_strain_delta,target__subjective_strain_delta,ctx_der__subjective_before_after_response__delta__Test_heaviness,21,18,18,0.8181818181818182,True,ok
subjective_strain_delta,target__subjective_strain_delta,ctx_der__subjective_before_after_response__delta__subjective_strain,21,21,21,0.9545454545454546,True,ok
subjective_strain_delta,target__subjective_strain_delta,ctx_der__physio_before_after_response__delta__Reaction_time_ms,21,21,21,0.9545454545454546,True,ok
subjective_strain_delta,target__subjective_strain_delta,ctx_der__physio_before_after_response__percent_delta__Reaction_time_ms,21,21,21,0.9545454545454546,True,ok
subjective_strain_delta,target__subjective_strain_delta,ctx_der__physio_before_after_response__delta__Pressure_sys,21,21,20,0.9090909090909091,True,ok
subjective_strain_delta,target__subjective_strain_delta,ctx_der__physio_before_after_response__percent_delta__Pressure_sys,21,21,20,0.9090909090909091,True,ok
subjective_strain_delta,target__subjective_strain_delta,ctx_der__physio_before_after_response__delta__Pressure_dia,21,21,20,0.9090909090909091,True,ok
subjective_strain_delta,target__subjective_strain_delta,ctx_der__physio_before_after_response__percent_delta__Pressure_dia,21,21,20,0.9090909090909091,True,ok
subjective_strain_delta,target__subjective_strain_delta,ctx_der__physio_before_after_response__delta__PulsePressure,21,21,20,0.9090909090909091,True,ok
subjective_strain_delta,target__subjective_strain_delta,ctx_der__physio_before_after_response__percent_delta__PulsePressure,21,21,20,0.9090909090909091,True,ok
subjective_strain_delta,target__subjective_strain_delta,ctx_der__physio_before_after_response__delta__MAP,21,21,20,0.9090909090909091,True,ok
subjective_strain_delta,target__subjective_strain_delta,ctx_der__physio_before_after_response__percent_delta__MAP,21,21,20,0.9090909090909091,True,ok
subjective_strain_delta,target__subjective_strain_delta,ctx_der__physio_before_after_response__delta__RHR,21,22,21,0.9545454545454546,True,ok
subjective_strain_delta,target__subjective_strain_delta,ctx_der__physio_before_after_response__percent_delta__RHR,21,22,21,0.9545454545454546,True,ok
subjective_strain_delta,target__subjective_strain_delta,ctx_der__baseline_dev_context_before__delta__Sleep_hours,21,17,16,0.7272727272727273,True,ok
subjective_strain_delta,target__subjective_strain_delta,ctx_der__baseline_dev_context_before__robust_z__Sleep_hours,21,17,16,0.7272727272727273,True,ok
subjective_strain_delta,target__subjective_strain_delta,ctx_der__baseline_dev_context_before__delta__Sleep_qality,21,17,16,0.7272727272727273,True,ok
subjective_strain_delta,target__subjective_strain_delta,ctx_der__baseline_dev_context_before__robust_z__Sleep_qality,21,16,15,0.6818181818181818,True,ok
subjective_strain_delta,target__subjective_strain_delta,ctx_der__baseline_dev_context_before__delta__Morning_RHR,21,19,18,0.8181818181818182,True,ok
subjective_strain_delta,target__subjective_strain_delta,ctx_der__baseline_dev_context_before__robust_z__Morning_RHR,21,18,17,0.7727272727272727,True,ok
subjective_strain_delta,target__subjective_strain_delta,ctx_der__baseline_dev_context_before__delta__Stress,21,19,18,0.8181818181818182,True,ok
subjective_strain_delta,target__subjective_strain_delta,ctx_der__baseline_dev_context_before__robust_z__Stress,21,16,15,0.6818181818181818,True,ok
subjective_strain_delta,target__subjective_strain_delta,ctx_der__baseline_dev_context_before__delta__Cognitive_load,21,19,18,0.8181818181818182,True,ok
subjective_strain_delta,target__subjective_strain_delta,ctx_der__baseline_dev_context_before__robust_z__Cognitive_load,21,19,18,0.8181818181818182,True,ok
subjective_strain_delta,target__subjective_strain_delta,ctx_der__baseline_dev_context_before__delta__DOMS,21,19,18,0.8181818181818182,True,ok
subjective_strain_delta,target__subjective_strain_delta,ctx_der__baseline_dev_context_before__robust_z__DOMS,21,15,14,0.6363636363636364,True,ok
subjective_strain_delta,target__subjective_strain_delta,ctx_der__baseline_dev_context_before__delta__Fatigue_before,21,19,18,0.8181818181818182,True,ok
subjective_strain_delta,target__subjective_strain_delta,ctx_der__baseline_dev_context_before__robust_z__Fatigue_before,21,18,17,0.7727272727272727,True,ok
subjective_strain_delta,target__subjective_strain_delta,ctx_der__baseline_dev_context_before__delta__Muscle_fatigue_before,21,19,18,0.8181818181818182,True,ok
subjective_strain_delta,target__subjective_strain_delta,ctx_der__baseline_dev_context_before__robust_z__Muscle_fatigue_before,21,19,18,0.8181818181818182,True,ok
subjective_strain_delta,target__subjective_strain_delta,ctx_der__baseline_dev_context_before__delta__Cognitive_fatigue_before,21,19,18,0.8181818181818182,True,ok
subjective_strain_delta,target__subjective_strain_delta,ctx_der__baseline_dev_context_before__robust_z__Cognitive_fatigue_before,21,18,17,0.7727272727272727,True,ok
subjective_strain_delta,target__subjective_strain_delta,ctx_der__baseline_dev_context_before__delta__Wellbeing_before,21,19,18,0.8181818181818182,True,ok
subjective_strain_delta,target__subjective_strain_delta,ctx_der__baseline_dev_context_before__robust_z__Wellbeing_before,21,19,18,0.8181818181818182,True,ok
subjective_strain_delta,target__subjective_strain_delta,ctx_der__baseline_dev_context_before__delta__Motivation_before,21,19,18,0.8181818181818182,True,ok
subjective_strain_delta,target__subjective_strain_delta,ctx_der__baseline_dev_context_before__robust_z__Motivation_before,21,19,18,0.8181818181818182,True,ok
subjective_strain_delta,target__subjective_strain_delta,ctx_der__baseline_dev_context_before__delta__Desire_to_train,21,19,18,0.8181818181818182,True,ok
subjective_strain_delta,target__subjective_strain_delta,ctx_der__baseline_dev_context_before__robust_z__Desire_to_train,21,19,18,0.8181818181818182,True,ok
subjective_strain_delta,target__subjective_strain_delta,ctx_der__baseline_dev_context_before__delta__subjective_strain_before,21,19,18,0.8181818181818182,True,ok
subjective_strain_delta,target__subjective_strain_delta,ctx_der__baseline_dev_context_before__robust_z__subjective_strain_before,21,19,18,0.8181818181818182,True,ok
subjective_strain_delta,target__subjective_strain_delta,ctx_der__baseline_dev_context_before__delta__readiness_before,21,19,18,0.8181818181818182,True,ok
subjective_strain_delta,target__subjective_strain_delta,ctx_der__baseline_dev_context_before__robust_z__readiness_before,21,19,18,0.8181818181818182,True,ok
subjective_strain_delta,target__subjective_strain_delta,ctx_der__baseline_dev_context_before__delta__Pressure_sys_before,21,18,17,0.7727272727272727,True,ok
subjective_strain_delta,target__subjective_strain_delta,ctx_der__baseline_dev_context_before__robust_z__Pressure_sys_before,21,18,17,0.7727272727272727,True,ok
subjective_strain_delta,target__subjective_strain_delta,ctx_der__baseline_dev_context_before__delta__Pressure_dia_before,21,18,17,0.7727272727272727,True,ok
subjective_strain_delta,target__subjective_strain_delta,ctx_der__baseline_dev_context_before__robust_z__Pressure_dia_before,21,18,17,0.7727272727272727,True,ok
subjective_strain_delta,target__subjective_strain_delta,ctx_der__baseline_dev_context_before__delta__PulsePressure_before,21,18,17,0.7727272727272727,True,ok
subjective_strain_delta,target__subjective_strain_delta,ctx_der__baseline_dev_context_before__robust_z__PulsePressure_before,21,18,17,0.7727272727272727,True,ok
subjective_strain_delta,target__subjective_strain_delta,ctx_der__baseline_dev_context_before__delta__MAP_before,21,18,17,0.7727272727272727,True,ok
subjective_strain_delta,target__subjective_strain_delta,ctx_der__baseline_dev_context_before__robust_z__MAP_before,21,18,17,0.7727272727272727,True,ok
subjective_strain_delta,target__subjective_strain_delta,ctx_der__baseline_dev_context_before__delta__RHR_before,21,19,18,0.8181818181818182,True,ok
subjective_strain_delta,target__subjective_strain_delta,ctx_der__baseline_dev_context_before__robust_z__RHR_before,21,19,18,0.8181818181818182,True,ok
subjective_strain_delta,target__subjective_strain_delta,ctx_der__baseline_dev_context_before__delta__Reaction_time_before_ms,21,19,18,0.8181818181818182,True,ok
subjective_strain_delta,target__subjective_strain_delta,ctx_der__baseline_dev_context_before__robust_z__Reaction_time_before_ms,21,19,18,0.8181818181818182,True,ok
subjective_strain_delta,target__subjective_strain_delta,ctx_der__baseline_dev_context_flags__delta__Difficulty_falling_asleep,21,11,10,0.45454545454545453,False,low_overlap_ratio
subjective_strain_delta,target__subjective_strain_delta,ctx_der__baseline_dev_context_flags__delta__Undersleeped,21,18,17,0.7727272727272727,True,ok
subjective_strain_delta,target__subjective_strain_delta,ctx_der__baseline_dev_context_flags__delta__Oversleeped,21,18,17,0.7727272727272727,True,ok
subjective_strain_delta,target__subjective_strain_delta,ctx_der__baseline_dev_context_flags__delta__Wakeup_class,21,18,17,0.7727272727272727,True,ok
subjective_strain_delta,target__subjective_strain_delta,ctx_der__day_to_day_context_change__delta__Sleep_hours,21,18,17,0.7727272727272727,True,ok
subjective_strain_delta,target__subjective_strain_delta,ctx_der__day_to_day_context_change__delta__Sleep_qality,21,17,16,0.7272727272727273,True,ok
subjective_strain_delta,target__subjective_strain_delta,ctx_der__day_to_day_context_change__delta__Morning_RHR,21,21,20,0.9090909090909091,True,ok
subjective_strain_delta,target__subjective_strain_delta,ctx_der__day_to_day_context_change__delta__Stress,21,21,20,0.9090909090909091,True,ok
subjective_strain_delta,target__subjective_strain_delta,ctx_der__day_to_day_context_change__delta__Cognitive_load,21,21,20,0.9090909090909091,True,ok
subjective_strain_delta,target__subjective_strain_delta,ctx_der__day_to_day_context_change__delta__DOMS,21,21,20,0.9090909090909091,True,ok
subjective_strain_delta,target__subjective_strain_delta,ctx_der__day_to_day_context_change__delta__Fatigue_before,21,21,20,0.9090909090909091,True,ok
subjective_strain_delta,target__subjective_strain_delta,ctx_der__day_to_day_context_change__delta__Muscle_fatigue_before,21,21,20,0.9090909090909091,True,ok
subjective_strain_delta,target__subjective_strain_delta,ctx_der__day_to_day_context_change__delta__Cognitive_fatigue_before,21,21,20,0.9090909090909091,True,ok
subjective_strain_delta,target__subjective_strain_delta,ctx_der__day_to_day_context_change__delta__Wellbeing_before,21,21,20,0.9090909090909091,True,ok
subjective_strain_delta,target__subjective_strain_delta,ctx_der__day_to_day_context_change__delta__Motivation_before,21,21,20,0.9090909090909091,True,ok
subjective_strain_delta,target__subjective_strain_delta,ctx_der__day_to_day_context_change__delta__Desire_to_train,21,21,20,0.9090909090909091,True,ok
subjective_strain_delta,target__subjective_strain_delta,ctx_der__day_to_day_context_change__delta__subjective_strain_before,21,21,20,0.9090909090909091,True,ok
subjective_strain_delta,target__subjective_strain_delta,ctx_der__day_to_day_context_change__delta__readiness_before,21,21,20,0.9090909090909091,True,ok
subjective_strain_delta,target__subjective_strain_delta,ctx_der__day_to_day_context_change__delta__Pressure_sys_before,21,19,18,0.8181818181818182,True,ok
subjective_strain_delta,target__subjective_strain_delta,ctx_der__day_to_day_context_change__delta__Pressure_dia_before,21,19,18,0.8181818181818182,True,ok
subjective_strain_delta,target__subjective_strain_delta,ctx_der__day_to_day_context_change__delta__PulsePressure_before,21,19,18,0.8181818181818182,True,ok
subjective_strain_delta,target__subjective_strain_delta,ctx_der__day_to_day_context_change__delta__MAP_before,21,19,18,0.8181818181818182,True,ok
subjective_strain_delta,target__subjective_strain_delta,ctx_der__day_to_day_context_change__delta__RHR_before,21,21,20,0.9090909090909091,True,ok
subjective_strain_delta,target__subjective_strain_delta,ctx_der__day_to_day_context_change__delta__Reaction_time_before_ms,21,21,20,0.9090909090909091,True,ok
subjective_strain_delta,target__subjective_strain_delta,ctx_der__training_load_previous_7d__rolling_7d_sum__train_minutes,21,21,20,0.9090909090909091,True,ok
subjective_strain_delta,target__subjective_strain_delta,ctx_der__training_load_previous_7d__rolling_7d_mean__train_minutes,21,21,20,0.9090909090909091,True,ok
subjective_strain_delta,target__subjective_strain_delta,ctx_der__training_load_previous_7d__rolling_7d_sum__RPE,21,20,19,0.8636363636363636,True,ok
subjective_strain_delta,target__subjective_strain_delta,ctx_der__training_load_previous_7d__rolling_7d_mean__RPE,21,20,19,0.8636363636363636,True,ok
subjective_strain_delta,target__subjective_strain_delta,ctx_der__training_load_previous_7d__rolling_7d_sum__HR_avg,21,20,19,0.8636363636363636,True,ok
subjective_strain_delta,target__subjective_strain_delta,ctx_der__training_load_previous_7d__rolling_7d_mean__HR_avg,21,20,19,0.8636363636363636,True,ok
subjective_strain_delta,target__subjective_strain_delta,ctx_der__training_load_previous_7d__rolling_7d_sum__sRPE_load,21,20,19,0.8636363636363636,True,ok
subjective_strain_delta,target__subjective_strain_delta,ctx_der__training_load_previous_7d__rolling_7d_mean__sRPE_load,21,20,19,0.8636363636363636,True,ok
subjective_strain_delta,target__subjective_strain_delta,ctx_der__training_load_previous_7d__rolling_7d_sum__zone_weighted_load,21,21,20,0.9090909090909091,True,ok
subjective_strain_delta,target__subjective_strain_delta,ctx_der__training_load_previous_7d__rolling_7d_mean__zone_weighted_load,21,21,20,0.9090909090909091,True,ok
subjective_strain_delta,target__subjective_strain_delta,ctx_der__training_load_previous_7d__rolling_7d_sum__zone_avg_intensity,21,20,19,0.8636363636363636,True,ok
subjective_strain_delta,target__subjective_strain_delta,ctx_der__training_load_previous_7d__rolling_7d_mean__zone_avg_intensity,21,20,19,0.8636363636363636,True,ok
subjective_strain_delta,target__subjective_strain_delta,ctx_der__training_load_previous_7d__rolling_7d_sum__moderate_plus_minutes,21,21,20,0.9090909090909091,True,ok
subjective_strain_delta,target__subjective_strain_delta,ctx_der__training_load_previous_7d__rolling_7d_mean__moderate_plus_minutes,21,21,20,0.9090909090909091,True,ok
subjective_strain_delta,target__subjective_strain_delta,ctx_der__training_load_previous_7d__rolling_7d_sum__high_intensity_minutes,21,21,20,0.9090909090909091,True,ok
subjective_strain_delta,target__subjective_strain_delta,ctx_der__training_load_previous_7d__rolling_7d_mean__high_intensity_minutes,21,21,20,0.9090909090909091,True,ok
subjective_strain_delta,target__subjective_strain_delta,ctx_der__training_load_previous_7d__rolling_7d_sum__high_intensity_ratio,21,20,19,0.8636363636363636,True,ok
subjective_strain_delta,target__subjective_strain_delta,ctx_der__training_load_previous_7d__rolling_7d_mean__high_intensity_ratio,21,20,19,0.8636363636363636,True,ok
subjective_strain_delta,target__subjective_strain_delta,covar__training_load_previous_7d,21,20,19,0.8636363636363636,True,ok
subjective_strain_delta,target__subjective_strain_delta,covar__sleep_hours,21,20,19,0.8636363636363636,True,ok
subjective_strain_delta,target__subjective_strain_delta,covar__sRPE_load,21,11,11,0.5,True,ok
fatigue_delta,target__fatigue_delta,raw_ecg__before__sit__full__hrv_time__MeanHR_bpm,21,22,21,0.9545454545454546,True,ok
fatigue_delta,target__fatigue_delta,raw_ecg__before__sit__full__hrv_time__MeanNN_ms,21,22,21,0.9545454545454546,True,ok
fatigue_delta,target__fatigue_delta,raw_ecg__before__sit__full__hrv_time__SDNN_ms,21,22,21,0.9545454545454546,True,ok
fatigue_delta,target__fatigue_delta,raw_ecg__before__sit__full__hrv_time__RMSSD_ms,21,22,21,0.9545454545454546,True,ok
fatigue_delta,target__fatigue_delta,raw_ecg__before__sit__full__hrv_time__pNN50_percent,21,22,21,0.9545454545454546,True,ok
fatigue_delta,target__fatigue_delta,raw_ecg__before__sit__full__hrv_freq__LF_power,21,22,21,0.9545454545454546,True,ok
fatigue_delta,target__fatigue_delta,raw_ecg__before__sit__full__hrv_freq__HF_power,21,22,21,0.9545454545454546,True,ok
fatigue_delta,target__fatigue_delta,raw_ecg__before__sit__full__hrv_freq__LF_HF_ratio,21,22,21,0.9545454545454546,True,ok
fatigue_delta,target__fatigue_delta,raw_ecg__before__sit__full__morph_qrs__QRS_duration_ms,21,15,15,0.6818181818181818,True,ok
fatigue_delta,target__fatigue_delta,raw_ecg__before__sit__full__morph_qrs__QRS_area,21,15,15,0.6818181818181818,True,ok
fatigue_delta,target__fatigue_delta,raw_ecg__before__sit__full__morph_qrs__QRS_main_amp,21,15,15,0.6818181818181818,True,ok
fatigue_delta,target__fatigue_delta,raw_ecg__before__sit__full__morph_qrs__R_width_half_ms,21,15,15,0.6818181818181818,True,ok
fatigue_delta,target__fatigue_delta,raw_ecg__before__sit__full__morph_t__T_amp,21,15,15,0.6818181818181818,True,ok
fatigue_delta,target__fatigue_delta,raw_ecg__before__sit__full__morph_t__T_area,21,15,15,0.6818181818181818,True,ok
fatigue_delta,target__fatigue_delta,raw_ecg__before__sit__full__morph_t__RT_interval_ms,21,15,15,0.6818181818181818,True,ok
fatigue_delta,target__fatigue_delta,raw_ecg__before__sit__full__morph_t__QT_like_ms,21,15,15,0.6818181818181818,True,ok
fatigue_delta,target__fatigue_delta,raw_ecg__before__stand__full__hrv_time__MeanHR_bpm,21,22,21,0.9545454545454546,True,ok
fatigue_delta,target__fatigue_delta,raw_ecg__before__stand__full__hrv_time__MeanNN_ms,21,22,21,0.9545454545454546,True,ok
fatigue_delta,target__fatigue_delta,raw_ecg__before__stand__full__hrv_time__SDNN_ms,21,22,21,0.9545454545454546,True,ok
fatigue_delta,target__fatigue_delta,raw_ecg__before__stand__full__hrv_time__RMSSD_ms,21,22,21,0.9545454545454546,True,ok
fatigue_delta,target__fatigue_delta,raw_ecg__before__stand__full__hrv_time__pNN50_percent,21,22,21,0.9545454545454546,True,ok
fatigue_delta,target__fatigue_delta,raw_ecg__before__stand__full__hrv_freq__LF_power,21,22,21,0.9545454545454546,True,ok
fatigue_delta,target__fatigue_delta,raw_ecg__before__stand__full__hrv_freq__HF_power,21,22,21,0.9545454545454546,True,ok
fatigue_delta,target__fatigue_delta,raw_ecg__before__stand__full__hrv_freq__LF_HF_ratio,21,22,21,0.9545454545454546,True,ok
fatigue_delta,target__fatigue_delta,raw_ecg__before__stand__full__morph_qrs__QRS_duration_ms,21,6,6,0.2727272727272727,False,low_overlap_n;low_overlap_ratio
fatigue_delta,target__fatigue_delta,raw_ecg__before__stand__full__morph_qrs__QRS_area,21,6,6,0.2727272727272727,False,low_overlap_n;low_overlap_ratio
fatigue_delta,target__fatigue_delta,raw_ecg__before__stand__full__morph_qrs__QRS_main_amp,21,6,6,0.2727272727272727,False,low_overlap_n;low_overlap_ratio
fatigue_delta,target__fatigue_delta,raw_ecg__before__stand__full__morph_qrs__R_width_half_ms,21,6,6,0.2727272727272727,False,low_overlap_n;low_overlap_ratio
fatigue_delta,target__fatigue_delta,raw_ecg__before__stand__full__morph_t__T_amp,21,5,5,0.22727272727272727,False,low_overlap_n;low_overlap_ratio
fatigue_delta,target__fatigue_delta,raw_ecg__before__stand__full__morph_t__T_area,21,5,5,0.22727272727272727,False,low_overlap_n;low_overlap_ratio
fatigue_delta,target__fatigue_delta,raw_ecg__before__stand__full__morph_t__RT_interval_ms,21,5,5,0.22727272727272727,False,low_overlap_n;low_overlap_ratio
fatigue_delta,target__fatigue_delta,raw_ecg__before__stand__full__morph_t__QT_like_ms,21,5,5,0.22727272727272727,False,low_overlap_n;low_overlap_ratio
fatigue_delta,target__fatigue_delta,raw_ecg__before__long__full__hrv_time__MeanHR_bpm,21,21,20,0.9090909090909091,True,ok
fatigue_delta,target__fatigue_delta,raw_ecg__before__long__full__hrv_time__MeanNN_ms,21,21,20,0.9090909090909091,True,ok
fatigue_delta,target__fatigue_delta,raw_ecg__before__long__full__hrv_time__SDNN_ms,21,21,20,0.9090909090909091,True,ok
fatigue_delta,target__fatigue_delta,raw_ecg__before__long__full__hrv_time__RMSSD_ms,21,21,20,0.9090909090909091,True,ok
fatigue_delta,target__fatigue_delta,raw_ecg__before__long__full__hrv_time__pNN50_percent,21,21,20,0.9090909090909091,True,ok
fatigue_delta,target__fatigue_delta,raw_ecg__before__long__full__hrv_freq__LF_power,21,21,20,0.9090909090909091,True,ok
fatigue_delta,target__fatigue_delta,raw_ecg__before__long__full__hrv_freq__HF_power,21,21,20,0.9090909090909091,True,ok
fatigue_delta,target__fatigue_delta,raw_ecg__before__long__full__hrv_freq__LF_HF_ratio,21,21,20,0.9090909090909091,True,ok
fatigue_delta,target__fatigue_delta,raw_ecg__before__long__full__morph_qrs__QRS_duration_ms,21,7,7,0.3181818181818182,False,low_overlap_n;low_overlap_ratio
fatigue_delta,target__fatigue_delta,raw_ecg__before__long__full__morph_qrs__QRS_area,21,7,7,0.3181818181818182,False,low_overlap_n;low_overlap_ratio
fatigue_delta,target__fatigue_delta,raw_ecg__before__long__full__morph_qrs__QRS_main_amp,21,7,7,0.3181818181818182,False,low_overlap_n;low_overlap_ratio
fatigue_delta,target__fatigue_delta,raw_ecg__before__long__full__morph_qrs__R_width_half_ms,21,7,7,0.3181818181818182,False,low_overlap_n;low_overlap_ratio
fatigue_delta,target__fatigue_delta,raw_ecg__before__long__full__morph_t__T_amp,21,7,7,0.3181818181818182,False,low_overlap_n;low_overlap_ratio
fatigue_delta,target__fatigue_delta,raw_ecg__before__long__full__morph_t__T_area,21,7,7,0.3181818181818182,False,low_overlap_n;low_overlap_ratio
fatigue_delta,target__fatigue_delta,raw_ecg__before__long__full__morph_t__RT_interval_ms,21,7,7,0.3181818181818182,False,low_overlap_n;low_overlap_ratio
fatigue_delta,target__fatigue_delta,raw_ecg__before__long__full__morph_t__QT_like_ms,21,7,7,0.3181818181818182,False,low_overlap_n;low_overlap_ratio
fatigue_delta,target__fatigue_delta,raw_ecg__after__sit__full__hrv_time__MeanHR_bpm,21,22,21,0.9545454545454546,True,ok
fatigue_delta,target__fatigue_delta,raw_ecg__after__sit__full__hrv_time__MeanNN_ms,21,22,21,0.9545454545454546,True,ok
fatigue_delta,target__fatigue_delta,raw_ecg__after__sit__full__hrv_time__SDNN_ms,21,22,21,0.9545454545454546,True,ok
fatigue_delta,target__fatigue_delta,raw_ecg__after__sit__full__hrv_time__RMSSD_ms,21,22,21,0.9545454545454546,True,ok
fatigue_delta,target__fatigue_delta,raw_ecg__after__sit__full__hrv_time__pNN50_percent,21,22,21,0.9545454545454546,True,ok
fatigue_delta,target__fatigue_delta,raw_ecg__after__sit__full__hrv_freq__LF_power,21,22,21,0.9545454545454546,True,ok
fatigue_delta,target__fatigue_delta,raw_ecg__after__sit__full__hrv_freq__HF_power,21,22,21,0.9545454545454546,True,ok
fatigue_delta,target__fatigue_delta,raw_ecg__after__sit__full__hrv_freq__LF_HF_ratio,21,22,21,0.9545454545454546,True,ok
fatigue_delta,target__fatigue_delta,raw_ecg__after__sit__full__morph_qrs__QRS_duration_ms,21,16,15,0.6818181818181818,True,ok
fatigue_delta,target__fatigue_delta,raw_ecg__after__sit__full__morph_qrs__QRS_area,21,16,15,0.6818181818181818,True,ok
fatigue_delta,target__fatigue_delta,raw_ecg__after__sit__full__morph_qrs__QRS_main_amp,21,16,15,0.6818181818181818,True,ok
fatigue_delta,target__fatigue_delta,raw_ecg__after__sit__full__morph_qrs__R_width_half_ms,21,16,15,0.6818181818181818,True,ok
fatigue_delta,target__fatigue_delta,raw_ecg__after__sit__full__morph_t__T_amp,21,16,15,0.6818181818181818,True,ok
fatigue_delta,target__fatigue_delta,raw_ecg__after__sit__full__morph_t__T_area,21,16,15,0.6818181818181818,True,ok
fatigue_delta,target__fatigue_delta,raw_ecg__after__sit__full__morph_t__RT_interval_ms,21,16,15,0.6818181818181818,True,ok
fatigue_delta,target__fatigue_delta,raw_ecg__after__sit__full__morph_t__QT_like_ms,21,16,15,0.6818181818181818,True,ok
fatigue_delta,target__fatigue_delta,raw_ecg__after__stand__full__hrv_time__MeanHR_bpm,21,22,21,0.9545454545454546,True,ok
fatigue_delta,target__fatigue_delta,raw_ecg__after__stand__full__hrv_time__MeanNN_ms,21,22,21,0.9545454545454546,True,ok
fatigue_delta,target__fatigue_delta,raw_ecg__after__stand__full__hrv_time__SDNN_ms,21,22,21,0.9545454545454546,True,ok
fatigue_delta,target__fatigue_delta,raw_ecg__after__stand__full__hrv_time__RMSSD_ms,21,22,21,0.9545454545454546,True,ok
fatigue_delta,target__fatigue_delta,raw_ecg__after__stand__full__hrv_time__pNN50_percent,21,22,21,0.9545454545454546,True,ok
fatigue_delta,target__fatigue_delta,raw_ecg__after__stand__full__hrv_freq__LF_power,21,22,21,0.9545454545454546,True,ok
fatigue_delta,target__fatigue_delta,raw_ecg__after__stand__full__hrv_freq__HF_power,21,22,21,0.9545454545454546,True,ok
fatigue_delta,target__fatigue_delta,raw_ecg__after__stand__full__hrv_freq__LF_HF_ratio,21,22,21,0.9545454545454546,True,ok
fatigue_delta,target__fatigue_delta,raw_ecg__after__stand__full__morph_qrs__QRS_duration_ms,21,3,3,0.13636363636363635,False,low_overlap_n;low_overlap_ratio
