target,target_column,feature,n_target_valid,n_feature_valid,n_overlap,overlap_ratio,usable,reason
fatigue_delta,target__fatigue_delta,ctx_der__baseline_dev_context_before__robust_z__RHR_before,21,19,18,0.8181818181818182,True,ok
fatigue_delta,target__fatigue_delta,ctx_der__baseline_dev_context_before__delta__Reaction_time_before_ms,21,19,18,0.8181818181818182,True,ok
fatigue_delta,target__fatigue_delta,ctx_der__baseline_dev_context_before__robust_z__Reaction_time_before_ms,21,19,18,0.8181818181818182,True,ok
fatigue_delta,target__fatigue_delta,ctx_der__baseline_dev_context_flags__delta__Difficulty_falling_asleep,21,11,10,0.45454545454545453,False,low_overlap_ratio
fatigue_delta,target__fatigue_delta,ctx_der__baseline_dev_context_flags__delta__Undersleeped,21,18,17,0.7727272727272727,True,ok
fatigue_delta,target__fatigue_delta,ctx_der__baseline_dev_context_flags__delta__Oversleeped,21,18,17,0.7727272727272727,True,ok
fatigue_delta,target__fatigue_delta,ctx_der__baseline_dev_context_flags__delta__Wakeup_class,21,18,17,0.7727272727272727,True,ok
fatigue_delta,target__fatigue_delta,ctx_der__day_to_day_context_change__delta__Sleep_hours,21,18,17,0.7727272727272727,True,ok
fatigue_delta,target__fatigue_delta,ctx_der__day_to_day_context_change__delta__Sleep_qality,21,17,16,0.7272727272727273,True,ok
fatigue_delta,target__fatigue_delta,ctx_der__day_to_day_context_change__delta__Morning_RHR,21,21,20,0.9090909090909091,True,ok
fatigue_delta,target__fatigue_delta,ctx_der__day_to_day_context_change__delta__Stress,21,21,20,0.9090909090909091,True,ok
fatigue_delta,target__fatigue_delta,ctx_der__day_to_day_context_change__delta__Cognitive_load,21,21,20,0.9090909090909091,True,ok
fatigue_delta,target__fatigue_delta,ctx_der__day_to_day_context_change__delta__DOMS,21,21,20,0.9090909090909091,True,ok
fatigue_delta,target__fatigue_delta,ctx_der__day_to_day_context_change__delta__Fatigue_before,21,21,20,0.9090909090909091,True,ok
fatigue_delta,target__fatigue_delta,ctx_der__day_to_day_context_change__delta__Muscle_fatigue_before,21,21,20,0.9090909090909091,True,ok
fatigue_delta,target__fatigue_delta,ctx_der__day_to_day_context_change__delta__Cognitive_fatigue_before,21,21,20,0.9090909090909091,True,ok
fatigue_delta,target__fatigue_delta,ctx_der__day_to_day_context_change__delta__Wellbeing_before,21,21,20,0.9090909090909091,True,ok
fatigue_delta,target__fatigue_delta,ctx_der__day_to_day_context_change__delta__Motivation_before,21,21,20,0.9090909090909091,True,ok
fatigue_delta,target__fatigue_delta,ctx_der__day_to_day_context_change__delta__Desire_to_train,21,21,20,0.9090909090909091,True,ok
fatigue_delta,target__fatigue_delta,ctx_der__day_to_day_context_change__delta__subjective_strain_before,21,21,20,0.9090909090909091,True,ok
fatigue_delta,target__fatigue_delta,ctx_der__day_to_day_context_change__delta__readiness_before,21,21,20,0.9090909090909091,True,ok
fatigue_delta,target__fatigue_delta,ctx_der__day_to_day_context_change__delta__Pressure_sys_before,21,19,18,0.8181818181818182,True,ok
fatigue_delta,target__fatigue_delta,ctx_der__day_to_day_context_change__delta__Pressure_dia_before,21,19,18,0.8181818181818182,True,ok
fatigue_delta,target__fatigue_delta,ctx_der__day_to_day_context_change__delta__PulsePressure_before,21,19,18,0.8181818181818182,True,ok
fatigue_delta,target__fatigue_delta,ctx_der__day_to_day_context_change__delta__MAP_before,21,19,18,0.8181818181818182,True,ok
fatigue_delta,target__fatigue_delta,ctx_der__day_to_day_context_change__delta__RHR_before,21,21,20,0.9090909090909091,True,ok
fatigue_delta,target__fatigue_delta,ctx_der__day_to_day_context_change__delta__Reaction_time_before_ms,21,21,20,0.9090909090909091,True,ok
fatigue_delta,target__fatigue_delta,ctx_der__training_load_previous_7d__rolling_7d_sum__train_minutes,21,21,20,0.9090909090909091,True,ok
fatigue_delta,target__fatigue_delta,ctx_der__training_load_previous_7d__rolling_7d_mean__train_minutes,21,21,20,0.9090909090909091,True,ok
fatigue_delta,target__fatigue_delta,ctx_der__training_load_previous_7d__rolling_7d_sum__RPE,21,20,19,0.8636363636363636,True,ok
fatigue_delta,target__fatigue_delta,ctx_der__training_load_previous_7d__rolling_7d_mean__RPE,21,20,19,0.8636363636363636,True,ok
fatigue_delta,target__fatigue_delta,ctx_der__training_load_previous_7d__rolling_7d_sum__HR_avg,21,20,19,0.8636363636363636,True,ok
fatigue_delta,target__fatigue_delta,ctx_der__training_load_previous_7d__rolling_7d_mean__HR_avg,21,20,19,0.8636363636363636,True,ok
fatigue_delta,target__fatigue_delta,ctx_der__training_load_previous_7d__rolling_7d_sum__sRPE_load,21,20,19,0.8636363636363636,True,ok
fatigue_delta,target__fatigue_delta,ctx_der__training_load_previous_7d__rolling_7d_mean__sRPE_load,21,20,19,0.8636363636363636,True,ok
fatigue_delta,target__fatigue_delta,ctx_der__training_load_previous_7d__rolling_7d_sum__zone_weighted_load,21,21,20,0.9090909090909091,True,ok
fatigue_delta,target__fatigue_delta,ctx_der__training_load_previous_7d__rolling_7d_mean__zone_weighted_load,21,21,20,0.9090909090909091,True,ok
fatigue_delta,target__fatigue_delta,ctx_der__training_load_previous_7d__rolling_7d_sum__zone_avg_intensity,21,20,19,0.8636363636363636,True,ok
fatigue_delta,target__fatigue_delta,ctx_der__training_load_previous_7d__rolling_7d_mean__zone_avg_intensity,21,20,19,0.8636363636363636,True,ok
fatigue_delta,target__fatigue_delta,ctx_der__training_load_previous_7d__rolling_7d_sum__moderate_plus_minutes,21,21,20,0.9090909090909091,True,ok
fatigue_delta,target__fatigue_delta,ctx_der__training_load_previous_7d__rolling_7d_mean__moderate_plus_minutes,21,21,20,0.9090909090909091,True,ok
fatigue_delta,target__fatigue_delta,ctx_der__training_load_previous_7d__rolling_7d_sum__high_intensity_minutes,21,21,20,0.9090909090909091,True,ok
fatigue_delta,target__fatigue_delta,ctx_der__training_load_previous_7d__rolling_7d_mean__high_intensity_minutes,21,21,20,0.9090909090909091,True,ok
fatigue_delta,target__fatigue_delta,ctx_der__training_load_previous_7d__rolling_7d_sum__high_intensity_ratio,21,20,19,0.8636363636363636,True,ok
fatigue_delta,target__fatigue_delta,ctx_der__training_load_previous_7d__rolling_7d_mean__high_intensity_ratio,21,20,19,0.8636363636363636,True,ok
fatigue_delta,target__fatigue_delta,covar__training_load_previous_7d,21,20,19,0.8636363636363636,True,ok
fatigue_delta,target__fatigue_delta,covar__sleep_hours,21,20,19,0.8636363636363636,True,ok
fatigue_delta,target__fatigue_delta,covar__sRPE_load,21,11,11,0.5,True,ok
reaction_time_delta,target__reaction_time_delta,raw_ecg__before__sit__full__hrv_time__MeanHR_bpm,21,22,21,0.9545454545454546,True,ok
reaction_time_delta,target__reaction_time_delta,raw_ecg__before__sit__full__hrv_time__MeanNN_ms,21,22,21,0.9545454545454546,True,ok
reaction_time_delta,target__reaction_time_delta,raw_ecg__before__sit__full__hrv_time__SDNN_ms,21,22,21,0.9545454545454546,True,ok
reaction_time_delta,target__reaction_time_delta,raw_ecg__before__sit__full__hrv_time__RMSSD_ms,21,22,21,0.9545454545454546,True,ok
reaction_time_delta,target__reaction_time_delta,raw_ecg__before__sit__full__hrv_time__pNN50_percent,21,22,21,0.9545454545454546,True,ok
reaction_time_delta,target__reaction_time_delta,raw_ecg__before__sit__full__hrv_freq__LF_power,21,22,21,0.9545454545454546,True,ok
reaction_time_delta,target__reaction_time_delta,raw_ecg__before__sit__full__hrv_freq__HF_power,21,22,21,0.9545454545454546,True,ok
reaction_time_delta,target__reaction_time_delta,raw_ecg__before__sit__full__hrv_freq__LF_HF_ratio,21,22,21,0.9545454545454546,True,ok
reaction_time_delta,target__reaction_time_delta,raw_ecg__before__sit__full__morph_qrs__QRS_duration_ms,21,15,15,0.6818181818181818,True,ok
reaction_time_delta,target__reaction_time_delta,raw_ecg__before__sit__full__morph_qrs__QRS_area,21,15,15,0.6818181818181818,True,ok
reaction_time_delta,target__reaction_time_delta,raw_ecg__before__sit__full__morph_qrs__QRS_main_amp,21,15,15,0.6818181818181818,True,ok
reaction_time_delta,target__reaction_time_delta,raw_ecg__before__sit__full__morph_qrs__R_width_half_ms,21,15,15,0.6818181818181818,True,ok
reaction_time_delta,target__reaction_time_delta,raw_ecg__before__sit__full__morph_t__T_amp,21,15,15,0.6818181818181818,True,ok
reaction_time_delta,target__reaction_time_delta,raw_ecg__before__sit__full__morph_t__T_area,21,15,15,0.6818181818181818,True,ok
reaction_time_delta,target__reaction_time_delta,raw_ecg__before__sit__full__morph_t__RT_interval_ms,21,15,15,0.6818181818181818,True,ok
reaction_time_delta,target__reaction_time_delta,raw_ecg__before__sit__full__morph_t__QT_like_ms,21,15,15,0.6818181818181818,True,ok
reaction_time_delta,target__reaction_time_delta,raw_ecg__before__stand__full__hrv_time__MeanHR_bpm,21,22,21,0.9545454545454546,True,ok
reaction_time_delta,target__reaction_time_delta,raw_ecg__before__stand__full__hrv_time__MeanNN_ms,21,22,21,0.9545454545454546,True,ok
reaction_time_delta,target__reaction_time_delta,raw_ecg__before__stand__full__hrv_time__SDNN_ms,21,22,21,0.9545454545454546,True,ok
reaction_time_delta,target__reaction_time_delta,raw_ecg__before__stand__full__hrv_time__RMSSD_ms,21,22,21,0.9545454545454546,True,ok
reaction_time_delta,target__reaction_time_delta,raw_ecg__before__stand__full__hrv_time__pNN50_percent,21,22,21,0.9545454545454546,True,ok
reaction_time_delta,target__reaction_time_delta,raw_ecg__before__stand__full__hrv_freq__LF_power,21,22,21,0.9545454545454546,True,ok
reaction_time_delta,target__reaction_time_delta,raw_ecg__before__stand__full__hrv_freq__HF_power,21,22,21,0.9545454545454546,True,ok
reaction_time_delta,target__reaction_time_delta,raw_ecg__before__stand__full__hrv_freq__LF_HF_ratio,21,22,21,0.9545454545454546,True,ok
reaction_time_delta,target__reaction_time_delta,raw_ecg__before__stand__full__morph_qrs__QRS_duration_ms,21,6,6,0.2727272727272727,False,low_overlap_n;low_overlap_ratio
reaction_time_delta,target__reaction_time_delta,raw_ecg__before__stand__full__morph_qrs__QRS_area,21,6,6,0.2727272727272727,False,low_overlap_n;low_overlap_ratio
reaction_time_delta,target__reaction_time_delta,raw_ecg__before__stand__full__morph_qrs__QRS_main_amp,21,6,6,0.2727272727272727,False,low_overlap_n;low_overlap_ratio
reaction_time_delta,target__reaction_time_delta,raw_ecg__before__stand__full__morph_qrs__R_width_half_ms,21,6,6,0.2727272727272727,False,low_overlap_n;low_overlap_ratio
reaction_time_delta,target__reaction_time_delta,raw_ecg__before__stand__full__morph_t__T_amp,21,5,5,0.22727272727272727,False,low_overlap_n;low_overlap_ratio
reaction_time_delta,target__reaction_time_delta,raw_ecg__before__stand__full__morph_t__T_area,21,5,5,0.22727272727272727,False,low_overlap_n;low_overlap_ratio
reaction_time_delta,target__reaction_time_delta,raw_ecg__before__stand__full__morph_t__RT_interval_ms,21,5,5,0.22727272727272727,False,low_overlap_n;low_overlap_ratio
reaction_time_delta,target__reaction_time_delta,raw_ecg__before__stand__full__morph_t__QT_like_ms,21,5,5,0.22727272727272727,False,low_overlap_n;low_overlap_ratio
reaction_time_delta,target__reaction_time_delta,raw_ecg__before__long__full__hrv_time__MeanHR_bpm,21,21,20,0.9090909090909091,True,ok
reaction_time_delta,target__reaction_time_delta,raw_ecg__before__long__full__hrv_time__MeanNN_ms,21,21,20,0.9090909090909091,True,ok
reaction_time_delta,target__reaction_time_delta,raw_ecg__before__long__full__hrv_time__SDNN_ms,21,21,20,0.9090909090909091,True,ok
reaction_time_delta,target__reaction_time_delta,raw_ecg__before__long__full__hrv_time__RMSSD_ms,21,21,20,0.9090909090909091,True,ok
reaction_time_delta,target__reaction_time_delta,raw_ecg__before__long__full__hrv_time__pNN50_percent,21,21,20,0.9090909090909091,True,ok
reaction_time_delta,target__reaction_time_delta,raw_ecg__before__long__full__hrv_freq__LF_power,21,21,20,0.9090909090909091,True,ok
reaction_time_delta,target__reaction_time_delta,raw_ecg__before__long__full__hrv_freq__HF_power,21,21,20,0.9090909090909091,True,ok
reaction_time_delta,target__reaction_time_delta,raw_ecg__before__long__full__hrv_freq__LF_HF_ratio,21,21,20,0.9090909090909091,True,ok
reaction_time_delta,target__reaction_time_delta,raw_ecg__before__long__full__morph_qrs__QRS_duration_ms,21,7,7,0.3181818181818182,False,low_overlap_n;low_overlap_ratio
reaction_time_delta,target__reaction_time_delta,raw_ecg__before__long__full__morph_qrs__QRS_area,21,7,7,0.3181818181818182,False,low_overlap_n;low_overlap_ratio
reaction_time_delta,target__reaction_time_delta,raw_ecg__before__long__full__morph_qrs__QRS_main_amp,21,7,7,0.3181818181818182,False,low_overlap_n;low_overlap_ratio
reaction_time_delta,target__reaction_time_delta,raw_ecg__before__long__full__morph_qrs__R_width_half_ms,21,7,7,0.3181818181818182,False,low_overlap_n;low_overlap_ratio
reaction_time_delta,target__reaction_time_delta,raw_ecg__before__long__full__morph_t__T_amp,21,7,7,0.3181818181818182,False,low_overlap_n;low_overlap_ratio
reaction_time_delta,target__reaction_time_delta,raw_ecg__before__long__full__morph_t__T_area,21,7,7,0.3181818181818182,False,low_overlap_n;low_overlap_ratio
reaction_time_delta,target__reaction_time_delta,raw_ecg__before__long__full__morph_t__RT_interval_ms,21,7,7,0.3181818181818182,False,low_overlap_n;low_overlap_ratio
reaction_time_delta,target__reaction_time_delta,raw_ecg__before__long__full__morph_t__QT_like_ms,21,7,7,0.3181818181818182,False,low_overlap_n;low_overlap_ratio
reaction_time_delta,target__reaction_time_delta,raw_ecg__after__sit__full__hrv_time__MeanHR_bpm,21,22,21,0.9545454545454546,True,ok
reaction_time_delta,target__reaction_time_delta,raw_ecg__after__sit__full__hrv_time__MeanNN_ms,21,22,21,0.9545454545454546,True,ok
reaction_time_delta,target__reaction_time_delta,raw_ecg__after__sit__full__hrv_time__SDNN_ms,21,22,21,0.9545454545454546,True,ok
reaction_time_delta,target__reaction_time_delta,raw_ecg__after__sit__full__hrv_time__RMSSD_ms,21,22,21,0.9545454545454546,True,ok
reaction_time_delta,target__reaction_time_delta,raw_ecg__after__sit__full__hrv_time__pNN50_percent,21,22,21,0.9545454545454546,True,ok
reaction_time_delta,target__reaction_time_delta,raw_ecg__after__sit__full__hrv_freq__LF_power,21,22,21,0.9545454545454546,True,ok
reaction_time_delta,target__reaction_time_delta,raw_ecg__after__sit__full__hrv_freq__HF_power,21,22,21,0.9545454545454546,True,ok
reaction_time_delta,target__reaction_time_delta,raw_ecg__after__sit__full__hrv_freq__LF_HF_ratio,21,22,21,0.9545454545454546,True,ok
reaction_time_delta,target__reaction_time_delta,raw_ecg__after__sit__full__morph_qrs__QRS_duration_ms,21,16,15,0.6818181818181818,True,ok
reaction_time_delta,target__reaction_time_delta,raw_ecg__after__sit__full__morph_qrs__QRS_area,21,16,15,0.6818181818181818,True,ok
reaction_time_delta,target__reaction_time_delta,raw_ecg__after__sit__full__morph_qrs__QRS_main_amp,21,16,15,0.6818181818181818,True,ok
reaction_time_delta,target__reaction_time_delta,raw_ecg__after__sit__full__morph_qrs__R_width_half_ms,21,16,15,0.6818181818181818,True,ok
reaction_time_delta,target__reaction_time_delta,raw_ecg__after__sit__full__morph_t__T_amp,21,16,15,0.6818181818181818,True,ok
reaction_time_delta,target__reaction_time_delta,raw_ecg__after__sit__full__morph_t__T_area,21,16,15,0.6818181818181818,True,ok
reaction_time_delta,target__reaction_time_delta,raw_ecg__after__sit__full__morph_t__RT_interval_ms,21,16,15,0.6818181818181818,True,ok
reaction_time_delta,target__reaction_time_delta,raw_ecg__after__sit__full__morph_t__QT_like_ms,21,16,15,0.6818181818181818,True,ok
reaction_time_delta,target__reaction_time_delta,raw_ecg__after__stand__full__hrv_time__MeanHR_bpm,21,22,21,0.9545454545454546,True,ok
reaction_time_delta,target__reaction_time_delta,raw_ecg__after__stand__full__hrv_time__MeanNN_ms,21,22,21,0.9545454545454546,True,ok
reaction_time_delta,target__reaction_time_delta,raw_ecg__after__stand__full__hrv_time__SDNN_ms,21,22,21,0.9545454545454546,True,ok
reaction_time_delta,target__reaction_time_delta,raw_ecg__after__stand__full__hrv_time__RMSSD_ms,21,22,21,0.9545454545454546,True,ok
reaction_time_delta,target__reaction_time_delta,raw_ecg__after__stand__full__hrv_time__pNN50_percent,21,22,21,0.9545454545454546,True,ok
reaction_time_delta,target__reaction_time_delta,raw_ecg__after__stand__full__hrv_freq__LF_power,21,22,21,0.9545454545454546,True,ok
reaction_time_delta,target__reaction_time_delta,raw_ecg__after__stand__full__hrv_freq__HF_power,21,22,21,0.9545454545454546,True,ok
reaction_time_delta,target__reaction_time_delta,raw_ecg__after__stand__full__hrv_freq__LF_HF_ratio,21,22,21,0.9545454545454546,True,ok
reaction_time_delta,target__reaction_time_delta,raw_ecg__after__stand__full__morph_qrs__QRS_duration_ms,21,3,3,0.13636363636363635,False,low_overlap_n;low_overlap_ratio
reaction_time_delta,target__reaction_time_delta,raw_ecg__after__stand__full__morph_qrs__QRS_area,21,3,3,0.13636363636363635,False,low_overlap_n;low_overlap_ratio
reaction_time_delta,target__reaction_time_delta,raw_ecg__after__stand__full__morph_qrs__QRS_main_amp,21,3,3,0.13636363636363635,False,low_overlap_n;low_overlap_ratio
reaction_time_delta,target__reaction_time_delta,raw_ecg__after__stand__full__morph_qrs__R_width_half_ms,21,3,3,0.13636363636363635,False,low_overlap_n;low_overlap_ratio
reaction_time_delta,target__reaction_time_delta,raw_ecg__after__stand__full__morph_t__T_amp,21,2,2,0.09090909090909091,False,low_overlap_n;low_overlap_ratio
reaction_time_delta,target__reaction_time_delta,raw_ecg__after__stand__full__morph_t__T_area,21,2,2,0.09090909090909091,False,low_overlap_n;low_overlap_ratio
reaction_time_delta,target__reaction_time_delta,raw_ecg__after__stand__full__morph_t__RT_interval_ms,21,2,2,0.09090909090909091,False,low_overlap_n;low_overlap_ratio
reaction_time_delta,target__reaction_time_delta,raw_ecg__after__stand__full__morph_t__QT_like_ms,21,2,2,0.09090909090909091,False,low_overlap_n;low_overlap_ratio
reaction_time_delta,target__reaction_time_delta,raw_ecg__after__long__full__hrv_time__MeanHR_bpm,21,21,20,0.9090909090909091,True,ok
reaction_time_delta,target__reaction_time_delta,raw_ecg__after__long__full__hrv_time__MeanNN_ms,21,21,20,0.9090909090909091,True,ok
reaction_time_delta,target__reaction_time_delta,raw_ecg__after__long__full__hrv_time__SDNN_ms,21,21,20,0.9090909090909091,True,ok
reaction_time_delta,target__reaction_time_delta,raw_ecg__after__long__full__hrv_time__RMSSD_ms,21,21,20,0.9090909090909091,True,ok
reaction_time_delta,target__reaction_time_delta,raw_ecg__after__long__full__hrv_time__pNN50_percent,21,21,20,0.9090909090909091,True,ok
reaction_time_delta,target__reaction_time_delta,raw_ecg__after__long__full__hrv_freq__LF_power,21,21,20,0.9090909090909091,True,ok
reaction_time_delta,target__reaction_time_delta,raw_ecg__after__long__full__hrv_freq__HF_power,21,21,20,0.9090909090909091,True,ok
reaction_time_delta,target__reaction_time_delta,raw_ecg__after__long__full__hrv_freq__LF_HF_ratio,21,21,20,0.9090909090909091,True,ok
reaction_time_delta,target__reaction_time_delta,raw_ecg__after__long__full__morph_qrs__QRS_duration_ms,21,6,6,0.2727272727272727,False,low_overlap_n;low_overlap_ratio
reaction_time_delta,target__reaction_time_delta,raw_ecg__after__long__full__morph_qrs__QRS_area,21,6,6,0.2727272727272727,False,low_overlap_n;low_overlap_ratio
reaction_time_delta,target__reaction_time_delta,raw_ecg__after__long__full__morph_qrs__QRS_main_amp,21,6,6,0.2727272727272727,False,low_overlap_n;low_overlap_ratio
reaction_time_delta,target__reaction_time_delta,raw_ecg__after__long__full__morph_qrs__R_width_half_ms,21,6,6,0.2727272727272727,False,low_overlap_n;low_overlap_ratio
reaction_time_delta,target__reaction_time_delta,raw_ecg__after__long__full__morph_t__T_amp,21,6,6,0.2727272727272727,False,low_overlap_n;low_overlap_ratio
reaction_time_delta,target__reaction_time_delta,raw_ecg__after__long__full__morph_t__T_area,21,6,6,0.2727272727272727,False,low_overlap_n;low_overlap_ratio
reaction_time_delta,target__reaction_time_delta,raw_ecg__after__long__full__morph_t__RT_interval_ms,21,6,6,0.2727272727272727,False,low_overlap_n;low_overlap_ratio
reaction_time_delta,target__reaction_time_delta,raw_ecg__after__long__full__morph_t__QT_like_ms,21,6,6,0.2727272727272727,False,low_overlap_n;low_overlap_ratio
reaction_time_delta,target__reaction_time_delta,raw_ecg__before__breath_in__start__hrv_time__MeanHR_bpm,21,22,21,0.9545454545454546,True,ok
reaction_time_delta,target__reaction_time_delta,raw_ecg__before__breath_in__start__hrv_time__MeanNN_ms,21,22,21,0.9545454545454546,True,ok
reaction_time_delta,target__reaction_time_delta,raw_ecg__before__breath_in__start__hrv_time__SDNN_ms,21,22,21,0.9545454545454546,True,ok
reaction_time_delta,target__reaction_time_delta,raw_ecg__before__breath_in__start__hrv_time__RMSSD_ms,21,22,21,0.9545454545454546,True,ok
reaction_time_delta,target__reaction_time_delta,raw_ecg__before__breath_in__start__hrv_time__pNN50_percent,21,22,21,0.9545454545454546,True,ok
reaction_time_delta,target__reaction_time_delta,raw_ecg__before__breath_in__start__hrv_freq__LF_power,21,0,0,0.0,False,low_overlap_n;low_overlap_ratio
reaction_time_delta,target__reaction_time_delta,raw_ecg__before__breath_in__start__hrv_freq__HF_power,21,0,0,0.0,False,low_overlap_n;low_overlap_ratio
reaction_time_delta,target__reaction_time_delta,raw_ecg__before__breath_in__start__hrv_freq__LF_HF_ratio,21,0,0,0.0,False,low_overlap_n;low_overlap_ratio
reaction_time_delta,target__reaction_time_delta,raw_ecg__before__breath_in__start__morph_qrs__QRS_duration_ms,21,10,10,0.45454545454545453,False,low_overlap_ratio
reaction_time_delta,target__reaction_time_delta,raw_ecg__before__breath_in__start__morph_qrs__QRS_area,21,10,10,0.45454545454545453,False,low_overlap_ratio
reaction_time_delta,target__reaction_time_delta,raw_ecg__before__breath_in__start__morph_qrs__QRS_main_amp,21,10,10,0.45454545454545453,False,low_overlap_ratio
reaction_time_delta,target__reaction_time_delta,raw_ecg__before__breath_in__start__morph_qrs__R_width_half_ms,21,10,10,0.45454545454545453,False,low_overlap_ratio
reaction_time_delta,target__reaction_time_delta,raw_ecg__before__breath_in__start__morph_t__T_amp,21,7,7,0.3181818181818182,False,low_overlap_n;low_overlap_ratio
reaction_time_delta,target__reaction_time_delta,raw_ecg__before__breath_in__start__morph_t__T_area,21,7,7,0.3181818181818182,False,low_overlap_n;low_overlap_ratio
reaction_time_delta,target__reaction_time_delta,raw_ecg__before__breath_in__start__morph_t__RT_interval_ms,21,7,7,0.3181818181818182,False,low_overlap_n;low_overlap_ratio
reaction_time_delta,target__reaction_time_delta,raw_ecg__before__breath_in__start__morph_t__QT_like_ms,21,7,7,0.3181818181818182,False,low_overlap_n;low_overlap_ratio
reaction_time_delta,target__reaction_time_delta,raw_ecg__before__breath_in__end__hrv_time__MeanHR_bpm,21,22,21,0.9545454545454546,True,ok
reaction_time_delta,target__reaction_time_delta,raw_ecg__before__breath_in__end__hrv_time__MeanNN_ms,21,22,21,0.9545454545454546,True,ok
reaction_time_delta,target__reaction_time_delta,raw_ecg__before__breath_in__end__hrv_time__SDNN_ms,21,22,21,0.9545454545454546,True,ok
reaction_time_delta,target__reaction_time_delta,raw_ecg__before__breath_in__end__hrv_time__RMSSD_ms,21,22,21,0.9545454545454546,True,ok
reaction_time_delta,target__reaction_time_delta,raw_ecg__before__breath_in__end__hrv_time__pNN50_percent,21,22,21,0.9545454545454546,True,ok
reaction_time_delta,target__reaction_time_delta,raw_ecg__before__breath_in__end__hrv_freq__LF_power,21,0,0,0.0,False,low_overlap_n;low_overlap_ratio
reaction_time_delta,target__reaction_time_delta,raw_ecg__before__breath_in__end__hrv_freq__HF_power,21,0,0,0.0,False,low_overlap_n;low_overlap_ratio
reaction_time_delta,target__reaction_time_delta,raw_ecg__before__breath_in__end__hrv_freq__LF_HF_ratio,21,0,0,0.0,False,low_overlap_n;low_overlap_ratio
reaction_time_delta,target__reaction_time_delta,raw_ecg__before__breath_in__end__morph_qrs__QRS_duration_ms,21,4,4,0.18181818181818182,False,low_overlap_n;low_overlap_ratio
reaction_time_delta,target__reaction_time_delta,raw_ecg__before__breath_in__end__morph_qrs__QRS_area,21,4,4,0.18181818181818182,False,low_overlap_n;low_overlap_ratio
reaction_time_delta,target__reaction_time_delta,raw_ecg__before__breath_in__end__morph_qrs__QRS_main_amp,21,4,4,0.18181818181818182,False,low_overlap_n;low_overlap_ratio
reaction_time_delta,target__reaction_time_delta,raw_ecg__before__breath_in__end__morph_qrs__R_width_half_ms,21,4,4,0.18181818181818182,False,low_overlap_n;low_overlap_ratio
reaction_time_delta,target__reaction_time_delta,raw_ecg__before__breath_in__end__morph_t__T_amp,21,4,4,0.18181818181818182,False,low_overlap_n;low_overlap_ratio
reaction_time_delta,target__reaction_time_delta,raw_ecg__before__breath_in__end__morph_t__T_area,21,4,4,0.18181818181818182,False,low_overlap_n;low_overlap_ratio
reaction_time_delta,target__reaction_time_delta,raw_ecg__before__breath_in__end__morph_t__RT_interval_ms,21,4,4,0.18181818181818182,False,low_overlap_n;low_overlap_ratio
reaction_time_delta,target__reaction_time_delta,raw_ecg__before__breath_in__end__morph_t__QT_like_ms,21,4,4,0.18181818181818182,False,low_overlap_n;low_overlap_ratio
reaction_time_delta,target__reaction_time_delta,ecg_der__orthostatic_before__delta__hrv_time__MeanHR_bpm,21,22,21,0.9545454545454546,True,ok
reaction_time_delta,target__reaction_time_delta,ecg_der__orthostatic_before__percent_delta__hrv_time__MeanHR_bpm,21,22,21,0.9545454545454546,True,ok
reaction_time_delta,target__reaction_time_delta,ecg_der__orthostatic_before__ratio__hrv_time__MeanHR_bpm,21,22,21,0.9545454545454546,True,ok
reaction_time_delta,target__reaction_time_delta,ecg_der__orthostatic_before__delta__hrv_time__MeanNN_ms,21,22,21,0.9545454545454546,True,ok
reaction_time_delta,target__reaction_time_delta,ecg_der__orthostatic_before__percent_delta__hrv_time__MeanNN_ms,21,22,21,0.9545454545454546,True,ok
reaction_time_delta,target__reaction_time_delta,ecg_der__orthostatic_before__ratio__hrv_time__MeanNN_ms,21,22,21,0.9545454545454546,True,ok
reaction_time_delta,target__reaction_time_delta,ecg_der__orthostatic_before__delta__hrv_time__SDNN_ms,21,22,21,0.9545454545454546,True,ok
reaction_time_delta,target__reaction_time_delta,ecg_der__orthostatic_before__percent_delta__hrv_time__SDNN_ms,21,22,21,0.9545454545454546,True,ok
reaction_time_delta,target__reaction_time_delta,ecg_der__orthostatic_before__ratio__hrv_time__SDNN_ms,21,22,21,0.9545454545454546,True,ok
reaction_time_delta,target__reaction_time_delta,ecg_der__orthostatic_before__delta__hrv_time__RMSSD_ms,21,22,21,0.9545454545454546,True,ok
reaction_time_delta,target__reaction_time_delta,ecg_der__orthostatic_before__percent_delta__hrv_time__RMSSD_ms,21,22,21,0.9545454545454546,True,ok
reaction_time_delta,target__reaction_time_delta,ecg_der__orthostatic_before__ratio__hrv_time__RMSSD_ms,21,22,21,0.9545454545454546,True,ok
reaction_time_delta,target__reaction_time_delta,ecg_der__orthostatic_before__delta__hrv_time__pNN50_percent,21,22,21,0.9545454545454546,True,ok
reaction_time_delta,target__reaction_time_delta,ecg_der__orthostatic_before__percent_delta__hrv_time__pNN50_percent,21,22,21,0.9545454545454546,True,ok
reaction_time_delta,target__reaction_time_delta,ecg_der__orthostatic_before__ratio__hrv_time__pNN50_percent,21,22,21,0.9545454545454546,True,ok
reaction_time_delta,target__reaction_time_delta,ecg_der__orthostatic_before__delta__hrv_freq__LF_power,21,22,21,0.9545454545454546,True,ok
reaction_time_delta,target__reaction_time_delta,ecg_der__orthostatic_before__percent_delta__hrv_freq__LF_power,21,22,21,0.9545454545454546,True,ok
