feature,role,source_table,feature_family,n_total,n_valid,valid_ratio,n_missing,missing_ratio,n_unique,mean,median,std,iqr,min,max,usable,reason
ecg_der__training_response__percent_delta__hrv_freq__LF_HF_ratio,input,ecg_derived,hrv_freq,22,21,0.9545454545454546,1,0.045454545454545456,21,99.65302378591464,41.83650788859104,195.76716432874724,230.27329595846447,-62.28281332074349,760.2684754490995,True,ok
ecg_der__training_response__delta__hrv_freq__LF_nu,input,ecg_derived,hrv_freq,22,21,0.9545454545454546,1,0.045454545454545456,21,7.575558194124527,8.703165413414496,18.786491266629678,32.093994860729616,-20.331764410585848,44.615465764557655,True,ok
ecg_der__training_response__percent_delta__hrv_freq__LF_nu,input,ecg_derived,hrv_freq,22,21,0.9545454545454546,1,0.045454545454545456,21,19.425055757439267,15.549219550790989,38.8380902808394,48.9582497569922,-26.373910230822837,108.52823877546092,True,ok
ecg_der__training_response__delta__hrv_freq__LF_peak_Hz,input,ecg_derived,hrv_freq,22,21,0.9545454545454546,1,0.045454545454545456,6,0.008928571428571428,0.0,0.018861276941319293,0.015625,-0.03125,0.046875,True,ok
ecg_der__training_response__percent_delta__hrv_freq__LF_peak_Hz,input,ecg_derived,hrv_freq,22,21,0.9545454545454546,1,0.045454545454545456,9,16.90476190476191,0.0,32.99951899601347,20.0,-33.333333333333336,100.0,True,ok
ecg_der__training_response__delta__hrv_freq__LF_power,input,ecg_derived,hrv_freq,22,21,0.9545454545454546,1,0.045454545454545456,21,-0.00021117286426305717,7.840561409689999e-05,0.0012274118926357059,0.0004891711653222,-0.0049773196746902,0.000686733283198,True,ok
ecg_der__training_response__percent_delta__hrv_freq__LF_power,input,ecg_derived,hrv_freq,22,21,0.9545454545454546,1,0.045454545454545456,21,43.08548869384491,20.83001056925215,110.27826798927119,128.0498018443719,-94.28395135677398,391.9453839106387,True,ok
ecg_der__training_response__delta__hrv_freq__Total_power,input,ecg_derived,hrv_freq,22,21,0.9545454545454546,1,0.045454545454545456,21,-0.0006959445527474714,1.4918178662998074e-06,0.002939350405791104,0.0005625356387092999,-0.0128648487060625,0.0009051569423797,True,ok
ecg_der__training_response__percent_delta__hrv_freq__Total_power,input,ecg_derived,hrv_freq,22,21,0.9545454545454546,1,0.045454545454545456,21,9.527089670716062,0.1383658189113945,56.37031926300339,66.20769348656886,-95.79810680108132,113.41835051272476,True,ok
ecg_der__training_response__delta__hrv_freq__VLF_power,input,ecg_derived,hrv_freq,22,21,0.9545454545454546,1,0.045454545454545456,21,-5.627092762928209e-05,-3.396455357349999e-05,0.00022768523131302818,0.0002056707914876,-0.0006772106168046,0.000233353640184,True,ok
ecg_der__training_response__percent_delta__hrv_freq__VLF_power,input,ecg_derived,hrv_freq,22,21,0.9545454545454546,1,0.045454545454545456,21,5.723573506476288,-24.143767178474835,73.36577042696292,114.03828969330792,-87.0070115207301,170.57117009869788,True,ok
ecg_der__training_response__delta__hrv_nonlinear__ApproxEntropy,input,ecg_derived,hrv_nonlinear,22,21,0.9545454545454546,1,0.045454545454545456,21,0.03981721053367949,0.0205441559770158,0.12210373895353627,0.1149443706192275,-0.1885209461869412,0.3043912510837723,True,ok
ecg_der__training_response__percent_delta__hrv_nonlinear__ApproxEntropy,input,ecg_derived,hrv_nonlinear,22,21,0.9545454545454546,1,0.045454545454545456,21,4.538186842574815,1.7926996584785528,12.818324646482495,10.479672467842503,-15.681390785889452,40.0971044842106,True,ok
ecg_der__training_response__delta__hrv_nonlinear__DFA_alpha1,input,ecg_derived,hrv_nonlinear,22,21,0.9545454545454546,1,0.045454545454545456,21,0.10011759509226678,0.0398772421565909,0.2857447776660269,0.2713764510406445,-0.4114330548195912,0.6828511465091073,True,ok
ecg_der__training_response__percent_delta__hrv_nonlinear__DFA_alpha1,input,ecg_derived,hrv_nonlinear,22,21,0.9545454545454546,1,0.045454545454545456,21,16.807697553308188,3.793538832332015,37.96216717815003,32.26570071577196,-35.59119072688389,113.21908894259248,True,ok
ecg_der__training_response__delta__hrv_nonlinear__DFA_alpha2,input,ecg_derived,hrv_nonlinear,22,21,0.9545454545454546,1,0.045454545454545456,21,-0.020842781829108786,-0.0554287981530596,0.29129840484735026,0.3145461543358138,-0.4138632894593615,0.603344209581544,True,ok
ecg_der__training_response__percent_delta__hrv_nonlinear__DFA_alpha2,input,ecg_derived,hrv_nonlinear,22,21,0.9545454545454546,1,0.045454545454545456,21,3.3032296183452017,-4.882393404258992,40.72201149105142,27.75278912002988,-42.2653608944265,132.83337260498715,True,ok
ecg_der__training_response__delta__hrv_nonlinear__Ellipse_area,input,ecg_derived,hrv_nonlinear,22,21,0.9545454545454546,1,0.045454545454545456,21,-3508.130396858132,-1565.6070944139103,10156.794866916793,5033.9830709658145,-45330.605151154974,4113.812245138877,True,ok
ecg_der__training_response__percent_delta__hrv_nonlinear__Ellipse_area,input,ecg_derived,hrv_nonlinear,22,21,0.9545454545454546,1,0.045454545454545456,21,-8.229081416228764,-27.73613585189812,56.417270357216935,73.51090447172211,-93.955183547906,112.78368758072531,True,ok
ecg_der__training_response__delta__hrv_nonlinear__FractalDimension,input,ecg_derived,hrv_nonlinear,22,21,0.9545454545454546,1,0.045454545454545456,21,-0.034992916956492016,-0.0257624960821961,0.14107945149074297,0.1532618664045775,-0.3065658182457124,0.3145919112764564,True,ok
ecg_der__training_response__percent_delta__hrv_nonlinear__FractalDimension,input,ecg_derived,hrv_nonlinear,22,21,0.9545454545454546,1,0.045454545454545456,21,-1.6381556827742936,-3.015845912495096,20.611642994659118,17.027993175799633,-33.636381636542126,68.94538238591439,True,ok
ecg_der__training_response__delta__hrv_nonlinear__SD1_SD2_ratio,input,ecg_derived,hrv_nonlinear,22,21,0.9545454545454546,1,0.045454545454545456,21,-0.07033416104931779,-0.0448750918065157,0.18680325176499554,0.14638185480799829,-0.4302951191700894,0.2257538429334522,True,ok
ecg_der__training_response__percent_delta__hrv_nonlinear__SD1_SD2_ratio,input,ecg_derived,hrv_nonlinear,22,21,0.9545454545454546,1,0.045454545454545456,21,-4.734357535261165,-9.15893215234892,37.936370627355814,31.624556165662078,-51.921899047360085,82.47381849247827,True,ok
ecg_der__training_response__delta__hrv_nonlinear__SD1_ms,input,ecg_derived,hrv_nonlinear,22,21,0.9545454545454546,1,0.045454545454545456,21,-8.671457304492856,-1.9897607193501337,21.281789541116297,13.332765933673947,-90.3478157477226,15.82554383175719,True,ok
ecg_der__training_response__percent_delta__hrv_nonlinear__SD1_ms,input,ecg_derived,hrv_nonlinear,22,21,0.9545454545454546,1,0.045454545454545456,21,-11.827714780458958,-6.073788818483105,33.56701040180173,38.376227194507436,-82.30833845377482,73.67784973973191,True,ok
ecg_der__training_response__delta__hrv_nonlinear__SD2_ms,input,ecg_derived,hrv_nonlinear,22,21,0.9545454545454546,1,0.045454545454545456,21,-8.688492632579626,-9.476330133641229,29.6354012327448,38.610098540529684,-92.10575204047925,34.66420897043661,True,ok
ecg_der__training_response__percent_delta__hrv_nonlinear__SD2_ms,input,ecg_derived,hrv_nonlinear,22,21,0.9545454545454546,1,0.045454545454545456,21,-2.7229107583157615,-11.838114099365557,35.430759354131084,52.59218144809951,-65.83239829509525,68.30713384406354,True,ok
ecg_der__training_response__delta__hrv_nonlinear__SampleEntropy,input,ecg_derived,hrv_nonlinear,22,21,0.9545454545454546,1,0.045454545454545456,21,0.03740419832716174,0.029727488156358,0.4275078541508784,0.447525604193594,-0.6475781227470219,1.1975567614201283,True,ok
ecg_der__training_response__percent_delta__hrv_nonlinear__SampleEntropy,input,ecg_derived,hrv_nonlinear,22,21,0.9545454545454546,1,0.045454545454545456,21,9.723214705029452,1.688585118379379,42.315377178438766,29.75908502159196,-27.98964151947518,170.79289140040856,True,ok
ecg_der__training_response__delta__hrv_nonlinear__ShannonEntropy,input,ecg_derived,hrv_nonlinear,22,21,0.9545454545454546,1,0.045454545454545456,21,0.11409862729497768,0.0149476194789326,0.4220313373920193,0.2247792375324508,-0.2078278521577603,1.5259512220242684,True,ok
ecg_der__training_response__percent_delta__hrv_nonlinear__ShannonEntropy,input,ecg_derived,hrv_nonlinear,22,21,0.9545454545454546,1,0.045454545454545456,21,25.14800589415895,0.7800649532943127,96.58959967784185,11.344754474602173,-10.109391245211029,437.9775176512896,True,ok
ecg_der__training_response__delta__hrv_time__HR_max_bpm,input,ecg_derived,hrv_time,22,21,0.9545454545454546,1,0.045454545454545456,21,-5.081513357102244,-1.2882752936327933,27.574330370002723,21.507967575902356,-84.94565217391305,26.737995198079236,True,ok
ecg_der__training_response__percent_delta__hrv_time__HR_max_bpm,input,ecg_derived,hrv_time,22,21,0.9545454545454546,1,0.045454545454545456,21,-0.5006385317525903,-1.724137931034483,25.05333754669418,29.395604395604394,-55.55555555555556,38.775510204081634,True,ok
ecg_der__training_response__delta__hrv_time__HR_min_bpm,input,ecg_derived,hrv_time,22,21,0.9545454545454546,1,0.045454545454545456,21,3.300835481862497,3.27198067632851,6.93608937460834,6.589701220651683,-6.466312056737593,24.76022030433795,True,ok
ecg_der__training_response__percent_delta__hrv_time__HR_min_bpm,input,ecg_derived,hrv_time,22,21,0.9545454545454546,1,0.045454545454545456,21,8.224702870007789,5.652173913043494,19.811023749264024,12.813607370659112,-12.962962962962973,83.78378378378378,True,ok
ecg_der__training_response__delta__hrv_time__HR_std_bpm,input,ecg_derived,hrv_time,22,21,0.9545454545454546,1,0.045454545454545456,21,-0.526389301111293,0.1531422388451324,2.45048919568189,2.592864454586741,-7.7171528814948624,2.742286745294916,True,ok
ecg_der__training_response__percent_delta__hrv_time__HR_std_bpm,input,ecg_derived,hrv_time,22,21,0.9545454545454546,1,0.045454545454545456,21,3.513460778593867,5.408461779951683,49.28698405493302,68.13082622833431,-77.50076828125462,96.27529109257574,True,ok
ecg_der__training_response__delta__hrv_time__MeanHR_bpm,input,ecg_derived,hrv_time,22,21,0.9545454545454546,1,0.045454545454545456,21,2.462620405029298,1.9125371002457785,6.95178057694667,10.521004651166066,-6.502779605252201,17.732633040244984,True,ok
ecg_der__training_response__percent_delta__hrv_time__MeanHR_bpm,input,ecg_derived,hrv_time,22,21,0.9545454545454546,1,0.045454545454545456,21,4.224322734634438,3.143427041936649,11.381510065903482,16.273733138695533,-11.344917510436073,28.40135289972623,True,ok
ecg_der__training_response__delta__hrv_time__MeanNN_ms,input,ecg_derived,hrv_time,22,21,0.9545454545454546,1,0.045454545454545456,21,-32.41825510752514,-29.26337976850141,100.68154125149273,155.0925426131206,-210.88727657980328,135.51576161713683,True,ok
ecg_der__training_response__percent_delta__hrv_time__MeanNN_ms,input,ecg_derived,hrv_time,22,21,0.9545454545454546,1,0.045454545454545456,21,-3.1252076367227977,-2.963331542893302,10.146026601012395,15.218025863538971,-21.891595706832646,12.786753780996692,True,ok
ecg_der__training_response__delta__hrv_time__MedianNN_ms,input,ecg_derived,hrv_time,22,21,0.9545454545454546,1,0.045454545454545456,19,-33.3099757284018,-38.387715930902,100.586713985957,162.08146726380892,-213.2650885050117,127.95905310300692,True,ok
ecg_der__training_response__percent_delta__hrv_time__MedianNN_ms,input,ecg_derived,hrv_time,22,21,0.9545454545454546,1,0.045454545454545456,20,-3.208461093331929,-3.879310344827576,10.1836300748599,17.052989204887936,-22.32142857142857,12.096774193548375,True,ok
ecg_der__training_response__delta__hrv_time__NN_max_ms,input,ecg_derived,hrv_time,22,21,0.9545454545454546,1,0.045454545454545456,20,-83.47804892910463,-55.44892301130312,219.76270001606906,136.4896566432069,-925.5704841117512,179.14267434421026,True,ok
ecg_der__training_response__percent_delta__hrv_time__NN_max_ms,input,ecg_derived,hrv_time,22,21,0.9545454545454546,1,0.045454545454545456,21,-5.446765161524463,-5.349794238683134,12.81513368399801,11.701928747105384,-45.588235294117645,14.893617021276627,True,ok
ecg_der__training_response__delta__hrv_time__NN_min_ms,input,ecg_derived,hrv_time,22,21,0.9545454545454546,1,0.045454545454545456,21,21.326508850501188,12.795905310300782,204.6011508673313,230.3262955854127,-243.12220089571335,494.7750053316273,True,ok
ecg_der__training_response__percent_delta__hrv_time__NN_min_ms,input,ecg_derived,hrv_time,22,21,0.9545454545454546,1,0.045454545454545456,21,9.410032497099198,1.7543859649122913,39.48621725948774,28.194993412384722,-27.94117647058824,125.0,True,ok
ecg_der__training_response__delta__hrv_time__NN_range_ms,input,ecg_derived,hrv_time,22,21,0.9545454545454546,1,0.045454545454545456,21,-104.80455777960576,-8.530603540200389,333.2524012877993,200.46918319471092,-1416.0801876732778,145.0202601834077,True,ok
ecg_der__training_response__percent_delta__hrv_time__NN_range_ms,input,ecg_derived,hrv_time,22,21,0.9545454545454546,1,0.045454545454545456,21,-5.210432861134881,-3.076923076923048,40.19515664305013,54.52941176470584,-86.45833333333333,64.15094339622624,True,ok
ecg_der__training_response__delta__hrv_time__RMSSD_ms,input,ecg_derived,hrv_time,22,21,0.9545454545454546,1,0.045454545454545456,21,-12.241159493513143,-2.807709600064939,30.047758005460878,18.825870245065424,-127.56304186454474,22.339358039830348,True,ok
ecg_der__training_response__percent_delta__hrv_time__RMSSD_ms,input,ecg_derived,hrv_time,22,21,0.9545454545454546,1,0.045454545454545456,21,-11.823381684924883,-6.051965384123449,33.56371540312074,38.37152922317988,-82.30803050178673,73.6667738091964,True,ok
ecg_der__training_response__delta__hrv_time__SDNN_ms,input,ecg_derived,hrv_time,22,21,0.9545454545454546,1,0.045454545454545456,21,-8.557221621164947,-7.076451263620783,24.604536695574964,29.098776121692275,-89.25984880670777,24.4023180822185,True,ok
ecg_der__training_response__percent_delta__hrv_time__SDNN_ms,input,ecg_derived,hrv_time,22,21,0.9545454545454546,1,0.045454545454545456,21,-5.699654080292014,-11.280003636170324,33.590787896438556,48.4933952269909,-70.98486191528988,61.99440298591505,True,ok
ecg_der__training_response__delta__hrv_time__SDSD_ms,input,ecg_derived,hrv_time,22,21,0.9545454545454546,1,0.045454545454545456,21,-12.263292525553036,-2.8139465951821947,30.096995400616557,18.855378407347672,-127.7711063612148,22.380698718800893,True,ok
ecg_der__training_response__percent_delta__hrv_time__SDSD_ms,input,ecg_derived,hrv_time,22,21,0.9545454545454546,1,0.045454545454545456,21,-11.827714780458958,-6.073788818483074,33.56701040180173,38.376227194507415,-82.30833845377482,73.6778497397319,True,ok
ecg_der__training_response__delta__hrv_time__pNN20_percent,input,ecg_derived,hrv_time,22,21,0.9545454545454546,1,0.045454545454545456,21,-2.1480524856506125,-0.5973239885313859,10.925538881285783,12.022556331394618,-32.17677599088262,11.478873239436624,True,ok
ecg_der__training_response__percent_delta__hrv_time__pNN20_percent,input,ecg_derived,hrv_time,22,21,0.9545454545454546,1,0.045454545454545456,21,-1.4326542097700163,-0.968992248062026,15.69448101242264,20.323312036795144,-35.52852348993289,22.282608695652183,True,ok
ecg_der__training_response__delta__hrv_time__pNN50_percent,input,ecg_derived,hrv_time,22,21,0.9545454545454546,1,0.045454545454545456,21,-4.110786805056045,-1.661415863602663,15.877937284682298,7.524428669632739,-57.87851926892069,14.868892661761931,True,ok
ecg_der__training_response__percent_delta__hrv_time__pNN50_percent,input,ecg_derived,hrv_time,22,21,0.9545454545454546,1,0.045454545454545456,21,10.938987070229356,-8.1967213114754,73.6192579059989,44.11063404060194,-85.60636803496176,184.24497428705,True,ok
ecg_der__training_response__delta__morph_p__PR_interval_ms,input,ecg_derived,morph_p,22,2,0.09090909090909091,20,0.9090909090909091,2,-2.1326508850501114,-2.1326508850501114,3.016023805444852,2.1326508850501114,-4.265301770100223,0.0,False,low_valid_n;low_valid_ratio;low_unique_values
ecg_der__training_response__percent_delta__morph_p__PR_interval_ms,input,ecg_derived,morph_p,22,2,0.09090909090909091,20,0.9090909090909091,2,-1.562499999999996,-1.562499999999996,2.2097086912079553,1.5624999999999958,-3.124999999999992,0.0,False,low_valid_n;low_valid_ratio;low_unique_values
ecg_der__training_response__delta__morph_p__PR_peak_interval_ms,input,ecg_derived,morph_p,22,2,0.09090909090909091,20,0.9090909090909091,2,-2.1326508850501256,-2.1326508850501256,3.016023805444872,2.1326508850501256,-4.265301770100251,0.0,False,low_valid_n;low_valid_ratio;low_unique_values
ecg_der__training_response__percent_delta__morph_p__PR_peak_interval_ms,input,ecg_derived,morph_p,22,2,0.09090909090909091,20,0.9090909090909091,2,-1.470588235294123,-1.470588235294123,2.0797258270192653,1.470588235294123,-2.941176470588246,0.0,False,low_valid_n;low_valid_ratio;low_unique_values
ecg_der__training_response__delta__morph_p__P_amp,input,ecg_derived,morph_p,22,2,0.09090909090909091,20,0.9090909090909091,2,-7.477346137473148,-7.477346137473148,0.4685706531610137,0.33132948631516257,-7.808675623788311,-7.146016651157986,False,low_valid_n;low_valid_ratio;low_unique_values
ecg_der__training_response__percent_delta__morph_p__P_amp,input,ecg_derived,morph_p,22,2,0.09090909090909091,20,0.9090909090909091,2,-29.232952440998567,-29.232952440998567,7.004880360267251,4.953198404145439,-34.186150845144006,-24.279754036853127,False,low_valid_n;low_valid_ratio;low_unique_values
ecg_der__training_response__delta__morph_p__P_area,input,ecg_derived,morph_p,22,2,0.09090909090909091,20,0.9090909090909091,2,-0.21029773095795362,-0.21029773095795362,0.042263307327172955,0.02988467120641511,-0.2401824021643687,-0.1804130597515385,False,low_valid_n;low_valid_ratio;low_unique_values
ecg_der__training_response__percent_delta__morph_p__P_area,input,ecg_derived,morph_p,22,2,0.09090909090909091,20,0.9090909090909091,2,-37.09160312839554,-37.09160312839554,5.973845344237057,4.224146552669708,-41.31574968106525,-32.86745657572583,False,low_valid_n;low_valid_ratio;low_unique_values
ecg_der__training_response__delta__morph_p__P_width_ms,input,ecg_derived,morph_p,22,2,0.09090909090909091,20,0.9090909090909091,1,-4.26530177010023,-4.26530177010023,0.0,0.0,-4.26530177010023,-4.26530177010023,False,low_valid_n;low_valid_ratio;low_unique_values;low_iqr
ecg_der__training_response__percent_delta__morph_p__P_width_ms,input,ecg_derived,morph_p,22,2,0.09090909090909091,20,0.9090909090909091,2,-8.391608391608381,-8.391608391608381,0.988960533128037,0.6993006993006965,-9.09090909090908,-7.692307692307683,False,low_valid_n;low_valid_ratio;low_unique_values
ecg_der__training_response__delta__morph_qrs__Negative_area,input,ecg_derived,morph_qrs,22,3,0.13636363636363635,19,0.8636363636363636,3,-0.7337195977448944,-0.7588624668485302,0.6406439244802282,0.6402737813415105,-1.361421944534587,-0.080874381851566,False,low_valid_n;low_valid_ratio;low_unique_values
ecg_der__training_response__percent_delta__morph_qrs__Negative_area,input,ecg_derived,morph_qrs,22,3,0.13636363636363635,19,0.8636363636363636,3,-62.46097694777803,-30.671603503003983,79.93768715319797,75.04738922436991,-153.40305289453497,-3.308274445795149,False,low_valid_n;low_valid_ratio;low_unique_values
ecg_der__training_response__delta__morph_qrs__Positive_area,input,ecg_derived,morph_qrs,22,3,0.13636363636363635,19,0.8636363636363636,3,-0.3294126712892827,-0.2514553215617514,0.46129983371776784,0.4563326914715127,-0.824724037624561,0.0879413453184643,False,low_valid_n;low_valid_ratio;low_unique_values
ecg_der__training_response__percent_delta__morph_qrs__Positive_area,input,ecg_derived,morph_qrs,22,3,0.13636363636363635,19,0.8636363636363636,3,-3.2310666421555623,-2.612423828808358,4.495761418288883,4.463723953415496,-8.00411200224466,0.9233359045863326,False,low_valid_n;low_valid_ratio;low_unique_values
ecg_der__training_response__delta__morph_qrs__QRS_area,input,ecg_derived,morph_qrs,22,3,0.13636363636363635,19,0.8636363636363636,3,-0.7973991761559596,-1.1412726966088638,0.6931194291515169,0.6258816138183158,-1.251344029747823,0.0004191978888083,False,low_valid_n;low_valid_ratio;low_unique_values
ecg_der__training_response__percent_delta__morph_qrs__QRS_area,input,ecg_derived,morph_qrs,22,3,0.13636363636363635,19,0.8636363636363636,3,-8.267450285188312,-12.383164643357324,7.164024494964618,6.214412156907853,-12.42400526301166,0.0048190508040478,False,low_valid_n;low_valid_ratio;low_unique_values
ecg_der__training_response__delta__morph_qrs__QRS_duration_ms,input,ecg_derived,morph_qrs,22,3,0.13636363636363635,19,0.8636363636363636,3,14.21767256700078,4.265301770100223,21.040234004334607,19.19385796545106,0.0,38.38771593090212,False,low_valid_n;low_valid_ratio;low_unique_values
ecg_der__training_response__percent_delta__morph_qrs__QRS_duration_ms,input,ecg_derived,morph_qrs,22,3,0.13636363636363635,19,0.8636363636363636,3,16.864742501414828,3.225806451612894,26.466153114549687,23.684210526315795,0.0,47.36842105263159,False,low_valid_n;low_valid_ratio;low_unique_values
ecg_der__training_response__delta__morph_qrs__QRS_left_width_ms,input,ecg_derived,morph_qrs,22,3,0.13636363636363635,19,0.8636363636363636,1,0.0,0.0,0.0,0.0,0.0,0.0,False,low_valid_n;low_valid_ratio;low_unique_values;low_iqr
ecg_der__training_response__percent_delta__morph_qrs__QRS_left_width_ms,input,ecg_derived,morph_qrs,22,3,0.13636363636363635,19,0.8636363636363636,1,0.0,0.0,0.0,0.0,0.0,0.0,False,low_valid_n;low_valid_ratio;low_unique_values;low_iqr
ecg_der__training_response__delta__morph_qrs__QRS_main_amp,input,ecg_derived,morph_qrs,22,3,0.13636363636363635,19,0.8636363636363636,3,-2.907936279160784,-3.5150294769209154,3.195663515096035,3.1521173342121926,-5.756507014492911,0.5477276539314744,False,low_valid_n;low_valid_ratio;low_unique_values
ecg_der__training_response__percent_delta__morph_qrs__QRS_main_amp,input,ecg_derived,morph_qrs,22,3,0.13636363636363635,19,0.8636363636363636,3,-0.8212692936394625,-0.9977191246361052,0.9023318030263848,0.8892984738594736,-1.622342852000615,0.1562540957183323,False,low_valid_n;low_valid_ratio;low_unique_values
ecg_der__training_response__delta__morph_qrs__QRS_right_width_ms,input,ecg_derived,morph_qrs,22,3,0.13636363636363635,19,0.8636363636363636,3,14.217672567000784,4.265301770100237,21.040234004334607,19.19385796545106,0.0,38.38771593090212,False,low_valid_n;low_valid_ratio;low_unique_values
ecg_der__training_response__percent_delta__morph_qrs__QRS_right_width_ms,input,ecg_derived,morph_qrs,22,3,0.13636363636363635,19,0.8636363636363636,3,28.722002635046124,4.347826086956523,46.033999183281324,40.90909090909092,0.0,81.81818181818184,False,low_valid_n;low_valid_ratio;low_unique_values
ecg_der__training_response__delta__morph_qrs__QRS_width_20_ms,input,ecg_derived,morph_qrs,22,3,0.13636363636363635,19,0.8636363636363636,2,-2.843534513400153,0.0,4.92514625028471,4.26530177010023,-8.53060354020046,0.0,False,low_valid_n;low_valid_ratio;low_unique_values
ecg_der__training_response__percent_delta__morph_qrs__QRS_width_20_ms,input,ecg_derived,morph_qrs,22,3,0.13636363636363635,19,0.8636363636363636,2,-6.060606060606053,0.0,10.497277621629546,9.09090909090908,-18.18181818181816,0.0,False,low_valid_n;low_valid_ratio;low_unique_values
ecg_der__training_response__delta__morph_qrs__QRS_width_ms,input,ecg_derived,morph_qrs,22,3,0.13636363636363635,19,0.8636363636363636,3,14.21767256700078,4.265301770100223,21.040234004334607,19.19385796545106,0.0,38.38771593090212,False,low_valid_n;low_valid_ratio;low_unique_values
ecg_der__training_response__percent_delta__morph_qrs__QRS_width_ms,input,ecg_derived,morph_qrs,22,3,0.13636363636363635,19,0.8636363636363636,3,16.864742501414828,3.225806451612894,26.466153114549687,23.684210526315795,0.0,47.36842105263159,False,low_valid_n;low_valid_ratio;low_unique_values
ecg_der__training_response__delta__morph_qrs__Q_amp,input,ecg_derived,morph_qrs,22,3,0.13636363636363635,19,0.8636363636363636,3,1.1162712719967747,0.5181812444460601,1.2653798404724592,1.1545139149799777,0.2608023707921543,2.5698302007521097,False,low_valid_n;low_valid_ratio;low_unique_values
ecg_der__training_response__percent_delta__morph_qrs__Q_amp,input,ecg_derived,morph_qrs,22,3,0.13636363636363635,19,0.8636363636363636,3,8.56970222516218,5.070217854462864,8.307311207073795,7.734767375015056,2.584677035496783,18.054211785526896,False,low_valid_n;low_valid_ratio;low_unique_values
ecg_der__training_response__delta__morph_qrs__RQ_interval_ms,input,ecg_derived,morph_qrs,22,3,0.13636363636363635,19,0.8636363636363636,1,0.0,0.0,0.0,0.0,0.0,0.0,False,low_valid_n;low_valid_ratio;low_unique_values;low_iqr
ecg_der__training_response__percent_delta__morph_qrs__RQ_interval_ms,input,ecg_derived,morph_qrs,22,3,0.13636363636363635,19,0.8636363636363636,1,0.0,0.0,0.0,0.0,0.0,0.0,False,low_valid_n;low_valid_ratio;low_unique_values;low_iqr
ecg_der__training_response__delta__morph_qrs__RS_amp,input,ecg_derived,morph_qrs,22,3,0.13636363636363635,19,0.8636363636363636,3,11.954730100022894,15.395179466439572,8.89513179401307,8.381279780004036,1.8532256368105209,18.615785196818592,False,low_valid_n;low_valid_ratio;low_unique_values
ecg_der__training_response__percent_delta__morph_qrs__RS_amp,input,ecg_derived,morph_qrs,22,3,0.13636363636363635,19,0.8636363636363636,3,2.820885862369415,3.5684020237483014,2.1289833470159607,2.028172769571003,0.4189550121089693,4.475300551250975,False,low_valid_n;low_valid_ratio;low_unique_values
ecg_der__training_response__delta__morph_qrs__RS_interval_ms,input,ecg_derived,morph_qrs,22,3,0.13636363636363635,19,0.8636363636363636,1,0.0,0.0,0.0,0.0,0.0,0.0,False,low_valid_n;low_valid_ratio;low_unique_values;low_iqr
ecg_der__training_response__percent_delta__morph_qrs__RS_interval_ms,input,ecg_derived,morph_qrs,22,3,0.13636363636363635,19,0.8636363636363636,1,0.0,0.0,0.0,0.0,0.0,0.0,False,low_valid_n;low_valid_ratio;low_unique_values;low_iqr
ecg_der__training_response__delta__morph_qrs__R_down_slope,input,ecg_derived,morph_qrs,22,3,0.13636363636363635,19,0.8636363636363636,3,-646.2906007161424,-551.9941883112333,472.9067237587964,465.8024359446299,-1159.241242863227,-227.63637097396716,False,low_valid_n;low_valid_ratio;low_unique_values
ecg_der__training_response__percent_delta__morph_qrs__R_down_slope,input,ecg_derived,morph_qrs,22,3,0.13636363636363635,19,0.8636363636363636,3,-2.6836671739404054,-2.2403153933739737,2.0400584403576154,2.003601217576935,-4.908944281800557,-0.9017418466466864,False,low_valid_n;low_valid_ratio;low_unique_values
ecg_der__training_response__delta__morph_qrs__R_up_slope,input,ecg_derived,morph_qrs,22,3,0.13636363636363635,19,0.8636363636363636,3,-66.02431727892446,-131.83854643949962,253.41211961081422,246.9191523467653,-280.03635504540216,213.8019496481284,False,low_valid_n;low_valid_ratio;low_unique_values
ecg_der__training_response__percent_delta__morph_qrs__R_up_slope,input,ecg_derived,morph_qrs,22,3,0.13636363636363635,19,0.8636363636363636,3,-0.3615951587368586,-0.7558036716541197,1.4598998054487635,1.4194214237523008,-1.583912326030529,1.254930521474073,False,low_valid_n;low_valid_ratio;low_unique_values
ecg_der__training_response__delta__morph_qrs__R_width_half_ms,input,ecg_derived,morph_qrs,22,3,0.13636363636363635,19,0.8636363636363636,1,0.0,0.0,0.0,0.0,0.0,0.0,False,low_valid_n;low_valid_ratio;low_unique_values;low_iqr
ecg_der__training_response__percent_delta__morph_qrs__R_width_half_ms,input,ecg_derived,morph_qrs,22,3,0.13636363636363635,19,0.8636363636363636,1,0.0,0.0,0.0,0.0,0.0,0.0,False,low_valid_n;low_valid_ratio;low_unique_values;low_iqr
ecg_der__training_response__delta__morph_qrs__S_amp,input,ecg_derived,morph_qrs,22,3,0.13636363636363635,19,0.8636363636363636,3,-14.862666379183622,-18.910208943360477,12.05430212002457,11.533397114216234,-24.372292211311425,-1.3054979828789612,False,low_valid_n;low_valid_ratio;low_unique_values
ecg_der__training_response__percent_delta__morph_qrs__S_amp,input,ecg_derived,morph_qrs,22,3,0.13636363636363635,19,0.8636363636363636,3,-21.728061839619997,-23.899424377960955,19.312167046339678,19.220397617402334,-39.86277818785185,-1.4219829530471828,False,low_valid_n;low_valid_ratio;low_unique_values
